tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,winner_raw
World Table Tennis Championships Shanghai 2005,2005-04-30,WANG Liqin,MGOQI Nombulelo,4,1,"11,11,11,9,11|8,8,5,11,8",R128,WORLD_CHAMPIONSHIPS,MS,948,Main Draw,WANG Liqin (CHN),MGOQI Nombulelo (RSA),WANG Liqin
World Table Tennis Championships Shanghai 2005,2005-04-30,LI Jiao,MOON Hyunjung,4,3,"11,11,7,12,9,9,12|7,9,11,10,11,11,10",R16,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,LI Jiao (NED),MOON Hyunjung (KOR),LI Jiao
World Table Tennis Championships Shanghai 2005,2005-04-30,ZHANG Yining,PAVLOVICH Viktoria,4,0,"11,11,11,11|5,2,4,2",QF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,ZHANG Yining (CHN),PAVLOVICH Viktoria (BLR),ZHANG Yining
World Table Tennis Championships Shanghai 2005,2005-04-30,LIN Ling,GAO Jun,4,1,"11,11,9,11,11|5,7,11,8,4",QF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,LIN Ling (HKG),GAO Jun (USA),LIN Ling
World Table Tennis Championships Shanghai 2005,2005-04-30,GUO Yue,NIU Jianfeng,4,2,"11,12,12,11,9,11|13,10,10,7,11,7",QF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,GUO Yue (CHN),NIU Jianfeng (CHN),GUO Yue
World Table Tennis Championships Shanghai 2005,2005-04-30,GUO Yan (1982),LI Jiao,4,0,"11,11,12,11|2,5,10,6",QF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,GUO Yan (1982) (CHN),LI Jiao (NED),GUO Yan (1982)
World Table Tennis Championships Shanghai 2005,2005-04-30,ZHANG Yining,LIN Ling,4,1,"10,11,11,11,11|12,4,5,3,7",SF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,ZHANG Yining (CHN),LIN Ling (HKG),ZHANG Yining
World Table Tennis Championships Shanghai 2005,2005-04-30,GUO Yan (1982),GUO Yue,4,1,"10,11,11,11,11|12,3,6,7,9",SF,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,GUO Yan (1982) (CHN),GUO Yue (CHN),GUO Yan (1982)
World Table Tennis Championships Shanghai 2005,2005-04-30,ZHANG Yining,GUO Yan (1982),4,2,"5,11,11,4,11,13|11,7,7,11,8,11",F,WORLD_CHAMPIONSHIPS,WS,948,Main Draw,ZHANG Yining (CHN),GUO Yan (1982) (CHN),ZHANG Yining
World Table Tennis Championships Shanghai 2005,2005-04-30,YU Kwok See,LUCENKOVA Viktoria,4,1,"8,11,11,11,16|11,3,6,6,14",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YU Kwok See (HKG),LUCENKOVA Viktoria (SVK),YU Kwok See
World Table Tennis Championships Shanghai 2005,2005-04-30,GONCALVES Joana,ZOLFONOON Zoheil,4,2,"10,11,7,14,11,11|12,8,11,12,9,9",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GONCALVES Joana (POR),ZOLFONOON Zoheil (USA),GONCALVES Joana
World Table Tennis Championships Shanghai 2005,2005-04-30,MEDINA Iizzwa,PRABHU Mamata,4,1,"11,5,12,11,12|9,11,10,9,10",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MEDINA Iizzwa (HON),PRABHU Mamata (IND),MEDINA Iizzwa
World Table Tennis Championships Shanghai 2005,2005-04-30,MEDINA Paula,MOROZOVA Marina,4,1,"11,11,11,6,11|8,3,8,11,6",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MEDINA Paula (COL),MOROZOVA Marina (EST),MEDINA Paula
World Table Tennis Championships Shanghai 2005,2005-04-30,PRONSKAYA Tatyana,PEREZ Luisana,4,0,"13,11,11,12|11,7,6,10",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PRONSKAYA Tatyana (KGZ),PEREZ Luisana (VEN),PRONSKAYA Tatyana
World Table Tennis Championships Shanghai 2005,2005-04-30,SKABAR Petra,HERATH KALPANI Gayanthika,4,0,"11,11,11,11|6,8,6,4",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,SKABAR Petra (SLO),HERATH KALPANI Gayanthika (SRI),SKABAR Petra
World Table Tennis Championships Shanghai 2005,2005-04-30,FILI Christina,BARIKIAN Elizabeth,4,0,,QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,FILI Christina (GRE),BARIKIAN Elizabeth (LBN),FILI Christina
World Table Tennis Championships Shanghai 2005,2005-04-30,MISIKONYTE Lina,LATT Katlin,4,2,"17,5,11,11,11,11|15,11,7,8,13,6",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MISIKONYTE Lina (LTU),LATT Katlin (EST),MISIKONYTE Lina
World Table Tennis Championships Shanghai 2005,2005-04-30,VIJAY Vishaka,BORJA Arlene,4,0,"11,11,11,11|6,5,5,7",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,VIJAY Vishaka (IND),BORJA Arlene (PHI),VIJAY Vishaka
World Table Tennis Championships Shanghai 2005,2005-04-30,JUSMA Ceria Nilasari,DOMANIKU Besart,4,0,"11,11,11,11|4,8,3,2",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUSMA Ceria Nilasari (INA),DOMANIKU Besart (KOS),JUSMA Ceria Nilasari
World Table Tennis Championships Shanghai 2005,2005-04-30,JUNKER Laurence,WONG Choi Chi,4,2,"11,11,12,9,11,11|7,7,14,11,7,9",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUNKER Laurence (BEL),WONG Choi Chi (MAC),JUNKER Laurence
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Chimei,PETZNER Martina,4,1,"11,11,7,12,11|6,1,11,10,6",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Chimei (SMR),PETZNER Martina (AUT),YAN Chimei
World Table Tennis Championships Shanghai 2005,2005-04-30,NEVES Ana,GOUGH Tammy,4,3,"8,12,11,11,10,15,11|11,10,4,4,12,17,4",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,NEVES Ana (POR),GOUGH Tammy (AUS),NEVES Ana
World Table Tennis Championships Shanghai 2005,2005-04-30,EGGEL Melanie,SUCIU Adrian,4,0,"11,11,11,11|8,6,9,5",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,EGGEL Melanie (SUI),SUCIU Adrian (ROU),EGGEL Melanie
World Table Tennis Championships Shanghai 2005,2005-04-30,ASHRAF Ayatollah,ROVANI Silir,4,0,"11,11,15,11|3,7,13,3",QR32,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ASHRAF Ayatollah (EGY),ROVANI Silir (INA),ASHRAF Ayatollah
World Table Tennis Championships Shanghai 2005,2005-04-30,BARANSKA Katarzyna,TEMPERLEY Diego,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BARANSKA Katarzyna (POL),TEMPERLEY Diego (ARG),BARANSKA Katarzyna
World Table Tennis Championships Shanghai 2005,2005-04-30,YU Kwok See,BARANSKA Katarzyna,4,0,"11,11,11,11|4,9,6,2",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YU Kwok See (HKG),BARANSKA Katarzyna (POL),YU Kwok See
World Table Tennis Championships Shanghai 2005,2005-04-30,YU Kwok See,TEMPERLEY Diego,4,0,"11,11,11,12|5,7,2,10",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YU Kwok See (HKG),TEMPERLEY Diego (ARG),YU Kwok See
World Table Tennis Championships Shanghai 2005,2005-04-30,GONCALVES Joana,DIAO Yi,4,2,"11,11,9,9,11,13|6,7,11,11,4,11",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GONCALVES Joana (POR),DIAO Yi (SMR),GONCALVES Joana
World Table Tennis Championships Shanghai 2005,2005-04-30,GONCALVES Joana,TOMAZINI Jana,4,2,"12,8,11,11,13,12|10,11,9,13,11,10",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GONCALVES Joana (POR),TOMAZINI Jana (SLO),GONCALVES Joana
World Table Tennis Championships Shanghai 2005,2005-04-30,TOMAZINI Jana,DIAO Yi,4,1,"8,11,11,11,11|11,4,6,5,5",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,TOMAZINI Jana (SLO),DIAO Yi (SMR),TOMAZINI Jana
World Table Tennis Championships Shanghai 2005,2005-04-30,GUANCHEZ Mariana,SANTOS Renan,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GUANCHEZ Mariana (VEN),SANTOS Renan (BRA),GUANCHEZ Mariana
World Table Tennis Championships Shanghai 2005,2005-04-30,MEDINA Iizzwa,GUANCHEZ Mariana,4,2,"11,11,11,8,4,11|6,7,3,11,11,9",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MEDINA Iizzwa (HON),GUANCHEZ Mariana (VEN),MEDINA Iizzwa
World Table Tennis Championships Shanghai 2005,2005-04-30,MEDINA Iizzwa,SANTOS Renan,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MEDINA Iizzwa (HON),SANTOS Renan (BRA),MEDINA Iizzwa
World Table Tennis Championships Shanghai 2005,2005-04-30,MOROZOVA Marina,PARK Youngsook,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MOROZOVA Marina (EST),PARK Youngsook (KOR),MOROZOVA Marina
World Table Tennis Championships Shanghai 2005,2005-04-30,MOROZOVA Marina,MONGONDI Dacha,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MOROZOVA Marina (EST),MONGONDI Dacha (COD),MOROZOVA Marina
World Table Tennis Championships Shanghai 2005,2005-04-30,CHAN Lai Ha,STUCKYTE Egle,4,0,"13,11,11,11|11,5,3,1",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,CHAN Lai Ha (MAC),STUCKYTE Egle (LTU),CHAN Lai Ha
World Table Tennis Championships Shanghai 2005,2005-04-30,PEREZ Luisana,STUCKYTE Egle,4,0,"11,11,11,11|3,3,9,3",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PEREZ Luisana (VEN),STUCKYTE Egle (LTU),PEREZ Luisana
World Table Tennis Championships Shanghai 2005,2005-04-30,PEREZ Luisana,CHAN Lai Ha,4,1,"11,11,7,11,11|3,6,11,8,8",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PEREZ Luisana (VEN),CHAN Lai Ha (MAC),PEREZ Luisana
World Table Tennis Championships Shanghai 2005,2005-04-30,KIM Soongsil,URETA Paula,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,KIM Soongsil (KOR),URETA Paula (CHI),KIM Soongsil
World Table Tennis Championships Shanghai 2005,2005-04-30,FILI Christina,KIM Soongsil,4,0,"11,11,11,11|6,7,9,9",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,FILI Christina (GRE),KIM Soongsil (KOR),FILI Christina
World Table Tennis Championships Shanghai 2005,2005-04-30,FILI Christina,URETA Paula,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,FILI Christina (GRE),URETA Paula (CHI),FILI Christina
World Table Tennis Championships Shanghai 2005,2005-04-30,MISIKONYTE Lina,MOKOHA Jonathan,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MISIKONYTE Lina (LTU),MOKOHA Jonathan (COK),MISIKONYTE Lina
World Table Tennis Championships Shanghai 2005,2005-04-30,MISIKONYTE Lina,MIRANDA Denise,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MISIKONYTE Lina (LTU),MIRANDA Denise (POR),MISIKONYTE Lina
World Table Tennis Championships Shanghai 2005,2005-04-30,BORJA Arlene,KRIVOSHEEV Viacheslav,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BORJA Arlene (PHI),KRIVOSHEEV Viacheslav (RUS),BORJA Arlene
World Table Tennis Championships Shanghai 2005,2005-04-30,BORJA Arlene,PRITULO Olga,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BORJA Arlene (PHI),PRITULO Olga (ISR),BORJA Arlene
World Table Tennis Championships Shanghai 2005,2005-04-30,BATSAIKHAN Batkhishig,COSTA Daniel,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BATSAIKHAN Batkhishig (MGL),COSTA Daniel (BRA),BATSAIKHAN Batkhishig
World Table Tennis Championships Shanghai 2005,2005-04-30,JUSMA Ceria Nilasari,COSTA Daniel,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUSMA Ceria Nilasari (INA),COSTA Daniel (BRA),JUSMA Ceria Nilasari
World Table Tennis Championships Shanghai 2005,2005-04-30,JUSMA Ceria Nilasari,BATSAIKHAN Batkhishig,4,0,"11,11,11,11|4,5,8,4",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUSMA Ceria Nilasari (INA),BATSAIKHAN Batkhishig (MGL),JUSMA Ceria Nilasari
World Table Tennis Championships Shanghai 2005,2005-04-30,CAPISTRANO Chrisma,OYUN-ERDENE Tserendondov,4,0,"11,11,11,11|9,5,4,6",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,CAPISTRANO Chrisma (PHI),OYUN-ERDENE Tserendondov (MGL),CAPISTRANO Chrisma
World Table Tennis Championships Shanghai 2005,2005-04-30,JUNKER Laurence,CAPISTRANO Chrisma,4,0,"11,11,11,11|5,2,5,3",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUNKER Laurence (BEL),CAPISTRANO Chrisma (PHI),JUNKER Laurence
World Table Tennis Championships Shanghai 2005,2005-04-30,JUNKER Laurence,OYUN-ERDENE Tserendondov,4,1,"11,11,8,11,11|3,3,11,1,9",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,JUNKER Laurence (BEL),OYUN-ERDENE Tserendondov (MGL),JUNKER Laurence
World Table Tennis Championships Shanghai 2005,2005-04-30,KWOK CHOON Wendy,OWOH Atisi,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,KWOK CHOON Wendy (MRI),OWOH Atisi (NGR),KWOK CHOON Wendy
World Table Tennis Championships Shanghai 2005,2005-04-30,INOYATOVA Manzura,KWOK CHOON Wendy,4,0,"11,11,11,11|3,6,7,8",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,INOYATOVA Manzura (UZB),KWOK CHOON Wendy (MRI),INOYATOVA Manzura
World Table Tennis Championships Shanghai 2005,2005-04-30,INOYATOVA Manzura,OWOH Atisi,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,INOYATOVA Manzura (UZB),OWOH Atisi (NGR),INOYATOVA Manzura
World Table Tennis Championships Shanghai 2005,2005-04-30,PETZNER Martina,ZEAS Valeria,4,2,"9,12,5,11,11,11|11,10,11,8,6,6",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PETZNER Martina (AUT),ZEAS Valeria (ECU),PETZNER Martina
World Table Tennis Championships Shanghai 2005,2005-04-30,MELLIE Janice,KORBI Roua,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MELLIE Janice (SEY),KORBI Roua (TUN),MELLIE Janice
World Table Tennis Championships Shanghai 2005,2005-04-30,PETZNER Martina,KORBI Roua,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PETZNER Martina (AUT),KORBI Roua (TUN),PETZNER Martina
World Table Tennis Championships Shanghai 2005,2005-04-30,ZEAS Valeria,MELLIE Janice,4,0,"14,13,11,11|12,11,0,7",QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ZEAS Valeria (ECU),MELLIE Janice (SEY),ZEAS Valeria
World Table Tennis Championships Shanghai 2005,2005-04-30,PETZNER Martina,MELLIE Janice,4,0,"11,11,11,11|5,2,2,2",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,PETZNER Martina (AUT),MELLIE Janice (SEY),PETZNER Martina
World Table Tennis Championships Shanghai 2005,2005-04-30,ZEAS Valeria,KORBI Roua,4,0,,6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ZEAS Valeria (ECU),KORBI Roua (TUN),ZEAS Valeria
World Table Tennis Championships Shanghai 2005,2005-04-30,GOUGH Tammy,KAMISAKA Eri,4,3,"11,11,11,6,5,11,11|7,5,13,11,11,8,6",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GOUGH Tammy (AUS),KAMISAKA Eri (JPN),GOUGH Tammy
World Table Tennis Championships Shanghai 2005,2005-04-30,GOUGH Tammy,EDEM Offiong,4,0,,5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GOUGH Tammy (AUS),EDEM Offiong (NGR),GOUGH Tammy
World Table Tennis Championships Shanghai 2005,2005-04-30,SUCIU Adrian,ALVAREZ Morayle,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,SUCIU Adrian (ROU),ALVAREZ Morayle (ESA),SUCIU Adrian
World Table Tennis Championships Shanghai 2005,2005-04-30,ASHRAF Ayatollah,RUKERATABA Cynthia,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ASHRAF Ayatollah (EGY),RUKERATABA Cynthia (BEN),ASHRAF Ayatollah
World Table Tennis Championships Shanghai 2005,2005-04-30,ASHRAF Ayatollah,TUAKANA Ngarangi Junior,4,0,,5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ASHRAF Ayatollah (EGY),TUAKANA Ngarangi Junior (COK),ASHRAF Ayatollah
World Table Tennis Championships Shanghai 2005,2005-04-30,YIP Lily,GETA Svetlana,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YIP Lily (USA),GETA Svetlana (UZB),YIP Lily
World Table Tennis Championships Shanghai 2005,2005-04-30,ROVANI Silir,BERGAMINI Guilherme,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ROVANI Silir (INA),BERGAMINI Guilherme (BRA),ROVANI Silir
World Table Tennis Championships Shanghai 2005,2005-04-30,ROVANI Silir,GETA Svetlana,4,3,"11,11,7,10,11,11,11|9,8,11,12,13,6,5",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ROVANI Silir (INA),GETA Svetlana (UZB),ROVANI Silir
World Table Tennis Championships Shanghai 2005,2005-04-30,YIP Lily,BERGAMINI Guilherme,4,0,,QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YIP Lily (USA),BERGAMINI Guilherme (BRA),YIP Lily
World Table Tennis Championships Shanghai 2005,2005-04-30,GETA Svetlana,BERGAMINI Guilherme,4,0,"11,11,11,11|2,0,1,1",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,GETA Svetlana (UZB),BERGAMINI Guilherme (BRA),GETA Svetlana
World Table Tennis Championships Shanghai 2005,2005-04-30,ROVANI Silir,YIP Lily,4,1,"11,7,12,12,11|9,11,10,10,7",6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,ROVANI Silir (INA),YIP Lily (USA),ROVANI Silir
World Table Tennis Championships Shanghai 2005,2005-04-30,EGGEL Melanie,YAO Linjing,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,EGGEL Melanie (SUI),YAO Linjing (MAS),EGGEL Melanie
World Table Tennis Championships Shanghai 2005,2005-04-30,MEDINA Zzwitjhallim,YAO Linjing,4,0,,QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MEDINA Zzwitjhallim (HON),YAO Linjing (MAS),MEDINA Zzwitjhallim
World Table Tennis Championships Shanghai 2005,2005-04-30,EGGEL Melanie,MEDINA Zzwitjhallim,4,1,"9,11,11,12,11|11,6,8,10,7",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,EGGEL Melanie (SUI),MEDINA Zzwitjhallim (HON),EGGEL Melanie
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Shirley,NEVES Ana,4,3,"6,11,11,2,3,11,12|12,7,8,11,11,5,10",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Shirley (CAN),NEVES Ana (POR),YAN Shirley
World Table Tennis Championships Shanghai 2005,2005-04-30,MARI Elena,BOLA Paola,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MARI Elena (CYP),BOLA Paola (COD),MARI Elena
World Table Tennis Championships Shanghai 2005,2005-04-30,NEVES Ana,MARI Elena,4,2,"11,11,8,11,5,11|7,3,11,7,11,4",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,NEVES Ana (POR),MARI Elena (CYP),NEVES Ana
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Shirley,BOLA Paola,4,0,,QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Shirley (CAN),BOLA Paola (COD),YAN Shirley
World Table Tennis Championships Shanghai 2005,2005-04-30,NEVES Ana,BOLA Paola,4,0,,5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,NEVES Ana (POR),BOLA Paola (COD),NEVES Ana
World Table Tennis Championships Shanghai 2005,2005-04-30,MARI Elena,YAN Shirley,4,3,"11,12,9,4,7,11,11|7,10,11,11,11,7,9",6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MARI Elena (CYP),YAN Shirley (CAN),MARI Elena
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Chimei,OZTURK Bilgen,4,0,"11,11,11,11|4,9,5,7",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Chimei (SMR),OZTURK Bilgen (TUR),YAN Chimei
World Table Tennis Championships Shanghai 2005,2005-04-30,RAMOS Maria,MANDUJANO Mariana,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,RAMOS Maria (VEN),MANDUJANO Mariana (MEX),RAMOS Maria
World Table Tennis Championships Shanghai 2005,2005-04-30,OZTURK Bilgen,MANDUJANO Mariana,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,OZTURK Bilgen (TUR),MANDUJANO Mariana (MEX),OZTURK Bilgen
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Chimei,RAMOS Maria,4,0,"11,11,11,11|1,9,8,5",QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Chimei (SMR),RAMOS Maria (VEN),YAN Chimei
World Table Tennis Championships Shanghai 2005,2005-04-30,OZTURK Bilgen,RAMOS Maria,4,2,"4,11,11,12,11,11|11,8,9,14,8,6",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,OZTURK Bilgen (TUR),RAMOS Maria (VEN),OZTURK Bilgen
World Table Tennis Championships Shanghai 2005,2005-04-30,YAN Chimei,MANDUJANO Mariana,4,0,,6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,YAN Chimei (SMR),MANDUJANO Mariana (MEX),YAN Chimei
World Table Tennis Championships Shanghai 2005,2005-04-30,SLADKOVA Nataliya,SISAVATH Soulinda,4,0,"11,11,11,11|6,6,5,7",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,SLADKOVA Nataliya (KAZ),SISAVATH Soulinda (LAO),SLADKOVA Nataliya
World Table Tennis Championships Shanghai 2005,2005-04-30,SISAVATH Soulinda,TOSUNI Besjana,4,1,"11,11,7,11,13|6,7,11,6,11",QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,SISAVATH Soulinda (LAO),TOSUNI Besjana (ALB),SISAVATH Soulinda
World Table Tennis Championships Shanghai 2005,2005-04-30,SLADKOVA Nataliya,TOSUNI Besjana,4,0,"11,11,11,11|3,5,7,3",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,SLADKOVA Nataliya (KAZ),TOSUNI Besjana (ALB),SLADKOVA Nataliya
World Table Tennis Championships Shanghai 2005,2005-04-30,WONG Choi Chi,VIEIRA Joao Pedro,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,WONG Choi Chi (MAC),VIEIRA Joao Pedro (POR),WONG Choi Chi
World Table Tennis Championships Shanghai 2005,2005-04-30,MONTALEZA Yvonne,KNUBLEY Sharon,4,1,"13,5,11,11,11|11,11,9,6,9",QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MONTALEZA Yvonne (ECU),KNUBLEY Sharon (MRI),MONTALEZA Yvonne
World Table Tennis Championships Shanghai 2005,2005-04-30,WONG Choi Chi,MONTALEZA Yvonne,4,0,"12,11,11,11|6,3,5,6",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,WONG Choi Chi (MAC),MONTALEZA Yvonne (ECU),WONG Choi Chi
World Table Tennis Championships Shanghai 2005,2005-04-30,KNUBLEY Sharon,VIEIRA Joao Pedro,4,0,,QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,KNUBLEY Sharon (MRI),VIEIRA Joao Pedro (POR),KNUBLEY Sharon
World Table Tennis Championships Shanghai 2005,2005-04-30,WONG Choi Chi,KNUBLEY Sharon,4,1,"9,11,11,11,11|11,3,6,4,6",5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,WONG Choi Chi (MAC),KNUBLEY Sharon (MRI),WONG Choi Chi
World Table Tennis Championships Shanghai 2005,2005-04-30,MONTALEZA Yvonne,VIEIRA Joao Pedro,4,0,,6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MONTALEZA Yvonne (ECU),VIEIRA Joao Pedro (POR),MONTALEZA Yvonne
World Table Tennis Championships Shanghai 2005,2005-04-30,BARBOSA Jose,KIM Kyungmin,4,0,,3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BARBOSA Jose (BRA),KIM Kyungmin (KOR),BARBOSA Jose
World Table Tennis Championships Shanghai 2005,2005-04-30,VIJAY Vishaka,BOUCETTA Leila,4,0,,,WORLD_CHAMPIONSHIPS,WS,948,Qualification,VIJAY Vishaka (IND),BOUCETTA Leila (ALG),VIJAY Vishaka
World Table Tennis Championships Shanghai 2005,2005-04-30,BALATBAT Sendrina,LI Chung Him,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BALATBAT Sendrina (PHI),LI Chung Him (HKG),BALATBAT Sendrina
World Table Tennis Championships Shanghai 2005,2005-04-30,VIJAY Vishaka,BALATBAT Sendrina,4,0,"11,11,11,11|9,8,9,6",QR4,WORLD_CHAMPIONSHIPS,WS,948,Qualification,VIJAY Vishaka (IND),BALATBAT Sendrina (PHI),VIJAY Vishaka
World Table Tennis Championships Shanghai 2005,2005-04-30,BALATBAT Sendrina,BOUCETTA Leila,4,0,,5,WORLD_CHAMPIONSHIPS,WS,948,Qualification,BALATBAT Sendrina (PHI),BOUCETTA Leila (ALG),BALATBAT Sendrina
World Table Tennis Championships Shanghai 2005,2005-04-30,VIJAY Vishaka,LI Chung Him,4,0,,6,WORLD_CHAMPIONSHIPS,WS,948,Qualification,VIJAY Vishaka (IND),LI Chung Him (HKG),VIJAY Vishaka
World Table Tennis Championships Shanghai 2005,2005-04-30,LATT Katlin,TAYAG Jesusa,4,2,"11,9,11,11,7,11|5,11,7,7,11,3",,WORLD_CHAMPIONSHIPS,WS,948,Qualification,LATT Katlin (EST),TAYAG Jesusa (PHI),LATT Katlin
World Table Tennis Championships Shanghai 2005,2005-04-30,MOHAMED Mueena,KEJEBACHIAN Lara,4,0,,QR2,WORLD_CHAMPIONSHIPS,WS,948,Qualification,MOHAMED Mueena (MDV),KEJEBACHIAN Lara (LBN),MOHAMED Mueena
World Table Tennis Championships Shanghai 2005,2005-04-30,LATT Katlin,MOHAMED Mueena,4,2,"11,9,7,11,11,11|6,11,11,8,6,6",3,WORLD_CHAMPIONSHIPS,WS,948,Qualification,LATT Katlin (EST),MOHAMED Mueena (MDV),LATT Katlin
