tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BEN ARI Omri,DOROFEEV Alexey,4,1,"12,9,11,11,11|10,11,6,8,9",,GRAND_SLAM,MS,793,Qualification,BEN ARI Omri (ISR),DOROFEEV Alexey (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PIETKIEWICZ Maciej,UTOCHKIN Artem,3,2,"6,6,15,13,11|11,11,13,11,3",1,GRAND_SLAM,MT,793,Main Draw,PIETKIEWICZ Maciej (POL),UTOCHKIN Artem (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHUNG Wai Lung,PRYSHCHEPA Ievgen,3,0,"11,11,11|9,8,6",1,GRAND_SLAM,MT,793,Main Draw,CHUNG Wai Lung (NED),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,BOSMAN Jelle,3,2,"9,6,11,11,11|11,11,9,7,7",1,GRAND_SLAM,MT,793,Main Draw,DIDUKH Oleksandr (UKR),BOSMAN Jelle (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,CHUNG Wai Lung,3,1,"5,11,12,13|11,5,10,11",1,GRAND_SLAM,MT,793,Main Draw,DIDUKH Oleksandr (UKR),CHUNG Wai Lung (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PRYSHCHEPA Ievgen,BOSMAN Jelle,3,1,"11,11,5,11|5,6,11,7",1,GRAND_SLAM,MT,793,Main Draw,PRYSHCHEPA Ievgen (UKR),BOSMAN Jelle (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KATKOV Ivan,ABRAMOV Isaak,3,0,"11,11,11|7,7,5",1,GRAND_SLAM,MT,793,Main Draw,KATKOV Ivan (UKR),ABRAMOV Isaak (ISR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,BEN ARI Omri,3,0,"13,12,11|11,10,8",1,GRAND_SLAM,MT,793,Main Draw,KOU Lei (UKR),BEN ARI Omri (ISR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,JIANG Pengfei,ROGIERS Benjamin,3,0,"11,11,11|7,8,8",1,GRAND_SLAM,MT,793,Main Draw,JIANG Pengfei (TUR),ROGIERS Benjamin (BEL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ZENG Cem,VOSTES Yannick,3,1,"9,12,11,11|11,10,7,4",1,GRAND_SLAM,MT,793,Main Draw,ZENG Cem (TUR),VOSTES Yannick (BEL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SAMSONOV Vladimir,PIETKIEWICZ Maciej,3,0,"11,11,11|8,6,4",1,GRAND_SLAM,MT,793,Main Draw,SAMSONOV Vladimir (BLR),PIETKIEWICZ Maciej (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHTCHETININE Evgueni,SZYMANSKI Filip,3,0,"11,11,11|5,6,1",1,GRAND_SLAM,MT,793,Main Draw,CHTCHETININE Evgueni (BLR),SZYMANSKI Filip (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PRYSHCHEPA Ievgen,LEBESSON Emmanuel,3,1,"11,12,4,11|8,10,11,6",1,GRAND_SLAM,MT,793,Main Draw,PRYSHCHEPA Ievgen (UKR),LEBESSON Emmanuel (FRA)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,SALIFOU Abdel-Kader,3,2,"5,11,10,12,11|11,9,12,10,7",1,GRAND_SLAM,MT,793,Main Draw,DIDUKH Oleksandr (UKR),SALIFOU Abdel-Kader (BEN)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,LEBESSON Emmanuel,3,0,"11,11,11|8,8,4",1,GRAND_SLAM,MT,793,Main Draw,DIDUKH Oleksandr (UKR),LEBESSON Emmanuel (FRA)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KATKOV Ivan,HABESOHN Daniel,3,0,"11,11,11|8,7,4",1,GRAND_SLAM,MT,793,Main Draw,KATKOV Ivan (UKR),HABESOHN Daniel (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KOU Lei,PRESSLMAYER Bernhard,3,0,"11,12,11|8,10,4",1,GRAND_SLAM,MT,793,Main Draw,KOU Lei (UKR),PRESSLMAYER Bernhard (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HABESOHN Daniel,KOU Lei,3,0,"11,11,12|8,6,10",1,GRAND_SLAM,MT,793,Main Draw,HABESOHN Daniel (AUT),KOU Lei (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KATKOV Ivan,PRESSLMAYER Bernhard,3,2,"11,8,8,11,11|8,11,11,8,2",1,GRAND_SLAM,MT,793,Main Draw,KATKOV Ivan (UKR),PRESSLMAYER Bernhard (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,MENGE Gencay,3,0,"11,11,12|3,6,10",1,GRAND_SLAM,MT,793,Main Draw,HOU Yingchao (CAN),MENGE Gencay (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,JIANG Pengfei,3,0,"11,11,11|7,7,3",1,GRAND_SLAM,MT,793,Main Draw,XU Xin (CHN),JIANG Pengfei (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SAMSONOV Vladimir,PRYSHCHEPA Ievgen,3,0,"12,11,11|10,5,6",1,GRAND_SLAM,MT,793,Main Draw,SAMSONOV Vladimir (BLR),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,CHTCHETININE Evgueni,DIDUKH Oleksandr,3,2,"6,11,11,11,11|11,5,13,3,8",1,GRAND_SLAM,MT,793,Main Draw,CHTCHETININE Evgueni (BLR),DIDUKH Oleksandr (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,ZAKLADNYI Gennadii,3,0,"11,11,11|7,5,5",1,GRAND_SLAM,MT,793,Main Draw,HOU Yingchao (CAN),ZAKLADNYI Gennadii (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SAMSONOV Vladimir,HOU Yingchao,3,0,"11,11,11|8,6,5",1,GRAND_SLAM,MT,793,Main Draw,SAMSONOV Vladimir (BLR),HOU Yingchao (CAN)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,CHTCHETININE Evgueni,3,1,"11,11,9,11|4,5,11,6",1,GRAND_SLAM,MT,793,Main Draw,XU Xin (CHN),CHTCHETININE Evgueni (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Xin,SAMSONOV Vladimir,3,0,"11,11,11|9,6,4",1,GRAND_SLAM,MT,793,Main Draw,XU Xin (CHN),SAMSONOV Vladimir (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,CHTCHETININE Evgueni,3,0,"11,11,11|5,6,7",1,GRAND_SLAM,MT,793,Main Draw,HOU Yingchao (CAN),CHTCHETININE Evgueni (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BOSMAN Jelle,HABESOHN Daniel,3,2,"11,6,11,12,11|8,11,13,10,8",1,GRAND_SLAM,MT,793,Qualification,BOSMAN Jelle (NED),HABESOHN Daniel (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ROGIERS Benjamin,COROIAN George,3,0,"11,11,11|5,8,6",3,GRAND_SLAM,MT,793,Qualification,ROGIERS Benjamin (BEL),COROIAN George (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KUCHUK Aleksandr,HABESOHN Dominik,3,0,"11,11,11|9,4,9",1,GRAND_SLAM,MT,793,Qualification,KUCHUK Aleksandr (BLR),HABESOHN Dominik (AUT)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KUCHUK Aleksandr,ABRAMOV Isaak,3,2,"11,10,4,11,11|8,12,11,8,7",QR2,GRAND_SLAM,MT,793,Qualification,KUCHUK Aleksandr (BLR),ABRAMOV Isaak (ISR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NEKHVEDOVICH Vitaly,PRYSHCHEPA Ievgen,3,2,"11,11,11,11,11|13,3,13,9,4",1,GRAND_SLAM,MT,793,Main Draw,NEKHVEDOVICH Vitaly (BLR),PRYSHCHEPA Ievgen (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NEKHVEDOVICH Vitaly,HOU Yingchao,3,1,"8,11,12,11|11,8,10,7",1,GRAND_SLAM,MT,793,Main Draw,NEKHVEDOVICH Vitaly (BLR),HOU Yingchao (CAN)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,BARBOLIN Illia,3,0,"11,11,11|6,7,3",1,GRAND_SLAM,MT,793,Qualification,HOU Yingchao (CAN),BARBOLIN Illia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,KATKOV Ivan,3,1,"12,8,11,11|10,11,8,3",1,GRAND_SLAM,MT,793,Main Draw,HOU Yingchao (CAN),KATKOV Ivan (UKR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEBESSON Emmanuel,COROIAN George,3,0,"11,11,11|4,7,7",1,GRAND_SLAM,MT,793,Qualification,LEBESSON Emmanuel (FRA),COROIAN George (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PIETKIEWICZ Maciej,BARBOLIN Illia,3,1,"11,11,12,11|5,5,14,9",3,GRAND_SLAM,MT,793,Qualification,PIETKIEWICZ Maciej (POL),BARBOLIN Illia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,JIANG Pengfei,BARABANOV Kiryl,3,0,"11,11,11|8,8,7",3,GRAND_SLAM,MT,793,Qualification,JIANG Pengfei (TUR),BARABANOV Kiryl (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HOU Yingchao,JIANG Pengfei,3,0,"11,11,11|6,2,8",1,GRAND_SLAM,MT,793,Main Draw,HOU Yingchao (CAN),JIANG Pengfei (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KATKOV Ivan,IONESCU Ovidiu,3,0,"11,11,11|6,8,7",1,GRAND_SLAM,MT,793,Qualification,KATKOV Ivan (UKR),IONESCU Ovidiu (ROU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DIDUKH Oleksandr,KULPEKSHA Siarhei,3,2,"11,8,11,11,11|9,11,4,13,4",1,GRAND_SLAM,MT,793,Qualification,DIDUKH Oleksandr (UKR),KULPEKSHA Siarhei (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,MIKHAILOVA Polina,3,0,"11,11,11|4,8,5",1,GRAND_SLAM,WT,793,Qualification,PAVLOVICH Viktoria (BLR),MIKHAILOVA Polina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Veronika,MARKOVA Ekaterina,3,0,"12,11,11|10,4,4",1,GRAND_SLAM,WT,793,Qualification,PAVLOVICH Veronika (BLR),MARKOVA Ekaterina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Veronika,NOUWEN Carla,3,0,"11,11,11|7,3,8",QR2,GRAND_SLAM,WT,793,Qualification,PAVLOVICH Veronika (BLR),NOUWEN Carla (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MARKOVA Ekaterina,NOUWEN Carla,3,2,"6,8,12,11,14|11,11,10,5,12",3,GRAND_SLAM,WT,793,Qualification,MARKOVA Ekaterina (RUS),NOUWEN Carla (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MIKHAILOVA Polina,CREEMERS Linda,3,2,"8,12,11,8,11|11,10,4,11,9",3,GRAND_SLAM,WT,793,Qualification,MIKHAILOVA Polina (RUS),CREEMERS Linda (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STEFANSKA Kinga,KARAGODINA Inna,3,1,"11,5,11,11|5,11,9,6",1,GRAND_SLAM,WT,793,Qualification,STEFANSKA Kinga (POL),KARAGODINA Inna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,CHURABAEVA Tatiana,3,0,"11,11,11|6,3,4",1,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),CHURABAEVA Tatiana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,PILIPENKO Yelena,3,0,"11,11,11|2,8,4",QR2,GRAND_SLAM,WT,793,Qualification,HU Melek (TUR),PILIPENKO Yelena (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,SHUMAKOVA Marina,3,0,"11,11,12|8,9,10",QR2,GRAND_SLAM,WT,793,Qualification,ALI Meral Ildiz (TUR),SHUMAKOVA Marina (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,STEFANSKA Kinga,3,1,"11,11,4,13|9,8,11,11",3,GRAND_SLAM,WT,793,Qualification,HU Melek (TUR),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,ALI Meral Ildiz,3,0,"11,11,11|1,5,5",3,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),ALI Meral Ildiz (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,HU Melek,3,2,"10,11,11,12,11|12,9,8,14,7",3,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),HU Melek (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NAKHAYENKA Nadzeya,SHUMAKOVA Marina,3,0,"11,11,12|5,8,10",QR4,GRAND_SLAM,WT,793,Qualification,NAKHAYENKA Nadzeya (BLR),SHUMAKOVA Marina (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KARAGODINA Inna,PILIPENKO Yelena,3,1,"8,11,11,11|11,9,8,6",QR4,GRAND_SLAM,WT,793,Qualification,KARAGODINA Inna (BLR),PILIPENKO Yelena (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,KARAGODINA Inna,SHUMAKOVA Marina,3,0,"11,11,11|6,5,6",QR4,GRAND_SLAM,WT,793,Qualification,KARAGODINA Inna (BLR),SHUMAKOVA Marina (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,PILIPENKO Yelena,3,0,"11,11,11|5,2,3",5,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),PILIPENKO Yelena (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,SHUMAKOVA Marina,STEFANSKA Kinga,3,1,"14,11,9,15|12,8,11,13",5,GRAND_SLAM,WT,793,Qualification,SHUMAKOVA Marina (KAZ),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,SHUMAKOVA Marina,3,0,"11,11,11|7,4,3",5,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),SHUMAKOVA Marina (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,NAKHAYENKA Nadzeya,ALI Meral Ildiz,3,2,"12,4,11,11,11|10,11,8,13,2",6,GRAND_SLAM,WT,793,Qualification,NAKHAYENKA Nadzeya (BLR),ALI Meral Ildiz (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,KARAGODINA Inna,3,1,"11,10,11,11|7,12,9,5",6,GRAND_SLAM,WT,793,Qualification,HU Melek (TUR),KARAGODINA Inna (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,NAKHAYENKA Nadzeya,3,1,"11,11,4,11|4,6,11,6",6,GRAND_SLAM,WT,793,Qualification,HU Melek (TUR),NAKHAYENKA Nadzeya (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),ZHYSHKEVICH Natallia,3,0,"11,11,11|5,7,4",1,GRAND_SLAM,WT,793,Qualification,XU Jie (1982) (POL),ZHYSHKEVICH Natallia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,STUCKYTE Egle,3,0,"11,11,11|9,8,8",QR2,GRAND_SLAM,WT,793,Qualification,FETUKHINA Margarita (RUS),STUCKYTE Egle (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LEMESHEVSKAYA Valeriya,STIRBYTE Ausra,3,1,"11,4,11,11|7,11,9,7",QR2,GRAND_SLAM,WT,793,Qualification,LEMESHEVSKAYA Valeriya (RUS),STIRBYTE Ausra (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,DOLGIKH Maria,3,2,"6,11,8,11,11|11,8,11,4,5",3,GRAND_SLAM,WT,793,Qualification,YAN Xiaoshan (POL),DOLGIKH Maria (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),LEMESHEVSKAYA Valeriya,3,0,"11,11,11|8,9,7",3,GRAND_SLAM,WT,793,Qualification,XU Jie (1982) (POL),LEMESHEVSKAYA Valeriya (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),DOLGIKH Maria,3,1,"11,6,11,11|7,11,9,5",3,GRAND_SLAM,WT,793,Qualification,XU Jie (1982) (POL),DOLGIKH Maria (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STUCKYTE Egle,DUBKOVA Elena,3,0,"11,11,11|9,8,8",QR4,GRAND_SLAM,WT,793,Qualification,STUCKYTE Egle (LTU),DUBKOVA Elena (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,VENSLAVICIUTE Ieva,ZHYSHKEVICH Natallia,3,0,"11,14,11|4,12,7",QR4,GRAND_SLAM,WT,793,Qualification,VENSLAVICIUTE Ieva (LTU),ZHYSHKEVICH Natallia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,STIRBYTE Ausra,3,0,"11,11,11|1,8,5",5,GRAND_SLAM,WT,793,Qualification,YAN Xiaoshan (POL),STIRBYTE Ausra (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),STUCKYTE Egle,3,2,"7,11,11,5,11|11,8,3,11,6",5,GRAND_SLAM,WT,793,Qualification,XU Jie (1982) (POL),STUCKYTE Egle (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DOLGIKH Maria,DRYKINA Yana,3,0,"11,11,11|7,6,3",6,GRAND_SLAM,WT,793,Qualification,DOLGIKH Maria (RUS),DRYKINA Yana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,ZHYSHKEVICH Natallia,3,2,"6,11,11,10,11|11,7,5,12,8",6,GRAND_SLAM,WT,793,Qualification,FETUKHINA Margarita (RUS),ZHYSHKEVICH Natallia (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,DOLGIKH Maria,ALI Meral Ildiz,3,0,"11,11,11|8,7,6",1,GRAND_SLAM,WT,793,Main Draw,DOLGIKH Maria (RUS),ALI Meral Ildiz (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,LEMESHEVSKAYA Valeriya,3,0,"11,11,11|9,4,2",1,GRAND_SLAM,WT,793,Main Draw,HU Melek (TUR),LEMESHEVSKAYA Valeriya (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,DOLGIKH Maria,3,0,"11,11,11|8,8,3",1,GRAND_SLAM,WT,793,Main Draw,HU Melek (TUR),DOLGIKH Maria (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),MIKHAILOVA Polina,3,2,"11,5,11,7,11|6,11,4,11,8",1,GRAND_SLAM,WT,793,Main Draw,XU Jie (1982) (POL),MIKHAILOVA Polina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,ALI Meral Ildiz,3,0,"11,11,15|6,7,13",1,GRAND_SLAM,WT,793,Main Draw,PAVLOVICH Viktoria (BLR),ALI Meral Ildiz (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,HU Melek,PAVLOVICH Veronika,3,1,"11,8,11,11|5,11,5,7",1,GRAND_SLAM,WT,793,Main Draw,HU Melek (TUR),PAVLOVICH Veronika (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,HU Melek,3,0,"11,13,13|4,11,11",1,GRAND_SLAM,WT,793,Main Draw,PAVLOVICH Viktoria (BLR),HU Melek (TUR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,YAN Xiaoshan,3,0,"11,11,11|8,8,9",1,GRAND_SLAM,WT,793,Main Draw,LI Qian (POL),YAN Xiaoshan (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),STEFANSKA Kinga,3,1,"11,11,7,12|1,8,11,10",1,GRAND_SLAM,WT,793,Main Draw,XU Jie (1982) (POL),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,YAN Xiaoshan,STEFANSKA Kinga,3,0,"14,11,11|12,5,5",1,GRAND_SLAM,WT,793,Main Draw,YAN Xiaoshan (POL),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,XU Jie (1982),3,0,"11,11,11|7,5,3",1,GRAND_SLAM,WT,793,Main Draw,LI Qian (POL),XU Jie (1982) (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,LI Qian,3,0,"12,11,11|10,5,9",1,GRAND_SLAM,WT,793,Main Draw,PAVLOVICH Viktoria (BLR),LI Qian (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STEFANSKA Kinga,PAVLOVICH Veronika,3,0,"11,11,12|6,5,10",1,GRAND_SLAM,WT,793,Main Draw,STEFANSKA Kinga (POL),PAVLOVICH Veronika (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Viktoria,STEFANSKA Kinga,3,1,"11,11,12,11|7,3,14,3",1,GRAND_SLAM,WT,793,Main Draw,PAVLOVICH Viktoria (BLR),STEFANSKA Kinga (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Veronika,LI Qian,3,0,"13,11,11|11,8,7",1,GRAND_SLAM,WT,793,Main Draw,PAVLOVICH Veronika (BLR),LI Qian (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PAVLOVICH Veronika,CREEMERS Linda,3,0,"11,11,11|9,8,8",QR2,GRAND_SLAM,WT,793,Qualification,PAVLOVICH Veronika (BLR),CREEMERS Linda (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,PILIPENKO Yelena,CHURABAEVA Tatiana,3,2,"9,11,8,11,11|11,7,11,8,6",QR4,GRAND_SLAM,WT,793,Qualification,PILIPENKO Yelena (KAZ),CHURABAEVA Tatiana (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,STIRBYTE Ausra,SHAKUN Ala,3,1,"9,11,11,11|11,6,9,8",QR4,GRAND_SLAM,WT,793,Qualification,STIRBYTE Ausra (LTU),SHAKUN Ala (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,MARKOVA Ekaterina,CREEMERS Linda,3,0,"11,11,11|9,5,3",3,GRAND_SLAM,WT,793,Qualification,MARKOVA Ekaterina (RUS),CREEMERS Linda (NED)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,LI Qian,NAKHAYENKA Nadzeya,3,1,"11,11,11,11|9,3,13,8",1,GRAND_SLAM,WT,793,Qualification,LI Qian (POL),NAKHAYENKA Nadzeya (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,BAK Natalia,3,2,"12,19,4,13,11|14,17,11,11,6",3,GRAND_SLAM,WT,793,Qualification,FETUKHINA Margarita (RUS),BAK Natalia (POL)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,BAK Natalia,STIRBYTE Ausra,3,2,"9,8,11,11,11|11,11,8,7,8",5,GRAND_SLAM,WT,793,Qualification,BAK Natalia (POL),STIRBYTE Ausra (LTU)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,XU Jie (1982),MARKOVA Ekaterina,3,0,"11,11,11|4,8,8",1,GRAND_SLAM,WT,793,Main Draw,XU Jie (1982) (POL),MARKOVA Ekaterina (RUS)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,FETUKHINA Margarita,DUBKOVA Elena,3,0,"11,11,12|6,2,10",6,GRAND_SLAM,WT,793,Qualification,FETUKHINA Margarita (RUS),DUBKOVA Elena (BLR)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,PILIPENKO Yelena,3,1,"7,11,11,11|11,2,3,3",QR2,GRAND_SLAM,WT,793,Qualification,ALI Meral Ildiz (TUR),PILIPENKO Yelena (KAZ)
Pro Tour STAG Belarus Open Minsk 2008,2008-05-22,ALI Meral Ildiz,FETUKHINA Margarita,3,0,"11,11,15|2,8,13",1,GRAND_SLAM,WT,793,Main Draw,ALI Meral Ildiz (TUR),FETUKHINA Margarita (RUS)
